Mstr Cust Acct Cd,Acs Cust Acct Cd,Customer Name,Cust Status Cd
XNECE,XNECE,NEW CENTURY RECYCLING,A
XNECL,XNECL,"NIDEC ELEVATOR (QINGDAO) CO., LTD.",A
XNECO,XNECO,NELCO LTD,I
XNEE,XNEE,NEXUS ELECTRONICS,I
XNEEF,XNEEF,NEEF GMBH & CO. KG,I
XNEET,XNEET,NEERAJ TRADING FZCO,I
XNEHT,XNEHT,"NINGBO ETDZ HUIXING TRADE CO.,LTD",I
XNEIC,XNEIC,"NEWSTAR(QUANZHOU)INDUSTRIAL CO.,LTD",I
XNEIL,XNEIL,NEIL MARINE SCOPE LOGISTICS (PVT) LIMITED,I
XNEIN,XNEIN,NEU INDUSTRIES PTE LTD,I
XNEKA,XNEKA,NEVINE KAMEL HABIB,I
XNELA,XNELA,NESTLE LANKA PLC,I
XNELS,XNELS,NELSON,A
XNEME,XNEME,NEW MACHINE WORD,I
XNEMED,XNEMED,"NEILMED PRDOUCTS INC DBA NEILMED PHARMACEUTICALS, INC.",I
XNEMUT,XNEMUT,NEW MULTIMODAL TRANZ SHIPPING,I
XNENI,XNENI,NEW EURO NIPPON INTERNATIONAL (PVT) LTD,I
XNEOC,XNEOC,NEO CORP INTERNATIONAL LIMITED,I
XNEOF,XNEOF,NEO FOODS PVT LTD,I
XNEOG,XNEOG,NEO GLOBAL LOGISTICS SERVICE CO.LTD.,I
XNEOL,XNEOL,NEO LOGISTICS S.A.,A
XNEOM,XNEOM,NEON MARITIME (PVT) LTD.,I
XNEOP,XNEOP,NEWELL AUSTRALIA PTY LTD,I
XNEPE,XNEPE,NEWPEX CO. LTD,I
XNEPI,XNEPI,NILE EGYPT PLASTECH INDUSTRIES SAE,A
XNEPO,XNEPO,AL NOOR EXPORTS,I
XNEPTU,XNEPTU,M/S. NEPTUNE PAPERS (PVT) LTD,I
XNEQL,XNEQL,NEO QUIMICA LTD,A
XNERA,XNERA,NEW ERA CAP COMPANY INC.,I
XNESI,XNESI,NEST INSPIRATIONS PTY LTD,A
XNESL,XNESL,NES LIMITED,I
XNEST,XNEST,NEXT TRADE (PVT) LTD.,I
XNESTL,XNESTL,"NESTLE PANAMA, S.A.",I
XNEUI,XNEUI,NEU INDUSTRIES PTE LTD,A
XNEWA,XNEWA,NEW AGE TILES,I
XNEWC,XNEWC,SINO CHOICE INTERNATIONAL LTD.,A
XNEWE,XNEWE,NEW ELEGANT LOGISTICS,I
XNEWI,XNEWI,NEWMAN INTERNATIONAL,I
XNEWP,XNEWP,"NEW PROKIN (VN) INTERNATIONAL CO., LTD",I
XNEWT,XNEWT,NEW TPF ENTERPRISES INC.,A
XNEXO,XNEXO,NEXOS TRADING GMBH & CO. KG,A
XNFDU,XNFDU,NINGBO FREE TRADE ZONE DINGLU INTERNATIONAL TRADE CO.LTD,I
XNFEL,XNFEL,NANTONG FORCHENG ENTERPRISE LIMITED,A
XNFFP,XNFFP,NINGBO FINELIFE PRODUCTS CO.LTD,I
XNFGM,XNFGM,"NINGBO FANGLI GROUP MARKETING CO.,LTD",I
XNFGU,XNFGU,NINGBO FANYANG GUOJI HUOYUN CO.LTD,A
XNFIN,XNFIN,NINGBO FOREFRONT INTERNATIONAL NETWORK LTD.,I
XNFIT,XNFIT,NATIONAL FOR INTERNATIONAL TRADE COMPANY,I
XNFPF,XNFPF,NEW FREIGHT PROFESSIONALS,A
XNFPL,XNFPL,M/S.NARENDRA FORWARDERS PVT.LTD,I
XNFTZ,XNFTZ,"NINGBO F.T.Z. LANCOM INTERNATIONAL TRADE CO.,LTD",I
XNFZR,XNFZR,NINGBO FREE TRADE ZONE RIOJA IMPORT & EXPORT CO.LTD,A
XNFZY,XNFZY,NINGBO FREE TRADE ZONE YONGYU TRADING CO.LTD,I
XNGBF,XNGBF,NINGBO XINFEN ELECTRIC CO.LTD,I
XNGEP,XNGEP,"NINGBO GETEK ENTERPRISE CO.,LTD.",I
XNGHC,XNGHC,NG HUAT CONSTRUCTION PTE LTD,I
XNGKB,XNGKB,NGK DO BRASIL LTDA,A
XNGMC,XNGMC,NEELGIRI MACHINERY,I
XNGTD,XNGTD,NARAN GENERAL TRADING CO,I
XNGTX,XNGTX,NIAGARA TEXTILES LTD,I
XNGWP,XNGWP,"NINGBO GREAT WALL PRECISION INDUSTRIAL CO.,LTD",I
XNHAR,XNHAR,NAHAR INDUSTRIAL ENTERPRISES LTD,I
XNHET,XNHET,NENJIANG HUATONG ECONOMIC & TRADE LIMITED COMPANY,I
XNHFL,XNHFL,NHT FASHIONS LTD,I
XNHIE,XNHIE,NINGBO HESEN IMPORT AND EXPORT CO.LTD.,I
XNHIN,XNHIN,"NASHEN INDUSTRY CO.,LTD",I
XNHKS,XNHKS,"NHK SPRING (THAILAND) CO., LTD.",I
XNHLH,XNHLH,NEW HOLLAND LINGERIE DE HONDURAS,A
XNHMP,XNHMP,NANJING HAODING METAL PRODUCT LIMITED.,I
XNHMS,XNHMS,NATURHOLZMOEBEL SEIDEL,A
XNHOP,XNHOP,"NINGBO HUIGE OUTDOOR PRODUCTS CO.,LTD.",A
XNHOT,XNHOT,"NANTONG HOMEDEC TEXTILE CO., LTD",I
XNHRE,XNHRE,"NINGBO HUARUI IMP AND EXP CO.,LTD",I
XNHST,XNHST,NANJING HORIZON-SEA TRADE CO.LTD.,I
XNHTI,XNHTI,"NINGBO HAITIAN INTERNATIONAL CO.,LTD",I
XNHTT,XNHTT,"NANJING JETKING INTERNATIONAL TRADE CO., LTD",I
XNHUE,XNHUE,"NINGBO HUIKE ELECTRICAL APPLIANCE CO.,LTD",I
XNHVN,XNHVN,"NAHAL VINA CO., LTD",A
XNHWB,XNHWB,"NANTONG HUAYIN WOOLLEN BLANKET CO.,LTD",A
XNIAU,XNIAU,NITLUX AUTO PVT. LTD,I
XNIBI,XNIBI,NIPPON BOEHRINGER INGELHEIM CO LTD,I
XNICA,XNICA,NICHE CARS CO. LTD,I
XNICC,XNICC,NICHIWA ELECTRIC CORPORATION,I
XNICE,XNICE,NICE CITY INTERNATIONAL LTD,I
XNICH,XNICH,NIPACH GMBH,I
XNICO,XNICO,NICO BEACH HOTEL,I
XNICT,XNICT,"NIPPON CHEMICAL TRADING CO., LTD.",I
XNIDI,XNIDI,NINGBO DINGLONG PLUMBING FIXTURE CO.LTD.,I
XNIDM,XNIDM,NINGBO IDEAS DESIGNERS AND MANUFACTURERS LTD.,A
XNIEE,XNIEE,"NINGBO EVERGREEN INDUSTRY CO.,LTD",A
XNIEN,XNIEN,NIEN HSING TEXTILE CO. LTD,I
XNIET,XNIET,NITIN ENTERPRISES,I
XNIFU,XNIFU,NISSI FULFILLMENT AND DISTRIBUTION,I
XNIFW,XNIFW,"NINGBO XINGFAN WULIU CO.,LTD",I
XNIGT,XNIGT,NEXT IDEA GENERAL TRADING LLC,A
XNIHA,XNIHA,NIMESHA HAULAGE,I
XNIHI,XNIHI,NINGBO HENGLIANG INTERNATIONAL ECONOMIC TRADE COOP. LTD,A
XNIKE,XNIKE,"NIKE INDONESIA,PT",I
XNIKI,XNIKI,NIKAI,I
XNIKO,XNIKO,NIKKO INVESTMENT DEVELOPMENT LIMITED,I
XNIKT,XNIKT,N.I.K TRADING,A
XNILO,XNILO,NIKHIL LOGISTICS PVT LTD,I
XNIME,XNIME,NICOL-MOEBEL(VERTRIEBS-GMBH & CO. WOHNBADAUSSTATTUNGS),I
XNIMI,XNIMI,NI-MET METALS & MINERALS INC,I
XNIML,XNIML,M/S. NIMBUS LOGISTICS CARGO LLC,I
XNIMO,XNIMO,NISSAN MOTOR INDIA PVT. LTD,I
XNIMP,XNIMP,"NIDEK MEDICAL PRODUCTS, INC.",I
XNINE,XNINE,NEXUS INTERNATIONAL CARGO & SHIPPING,I
XNINHI,XNINHI,"NINGBO HIKING IMP&EXP CO., LTD",I
XNINO,XNINO,NINO LEUCHTEN GMBH,I
XNINWI,XNINWI,NINGBO WINNER ELECTRIC APPLIANCE GENERAL FACTORY,I
XNIPL,XNIPL,NUTRICIA INTERNATIONAL PRIVATE LIMITED,I
XNIPO,XNIPO,NICE EXPORTS INC,I
XNIRO,XNIRO,"NICHIAS ROCKWOOL INDONESIA,PT",I
XNISA,XNISA,NISSAN SOUTH AFRICA (PTY) LTD,A
XNISC,XNISC,NALCO INDUSTRIAL SERVICES CHILE LTDA.,I
XNISI,XNISI,NITTSU SINOTRANS LOGISTICS DALIAN LTD.,I
XNISS,XNISS,NISSIN TRANSPORT GMBH,I
XNISY,XNISY,NIMISH SYNTEX,I
XNITA,XNITA,"NOVUS INTERNATIONAL (TAIWAN) CO., LTD.",I
XNITB,XNITB,NIPRESS TBK.PT,I
XNITC,XNITC,"NORSTAR INTERNATIONAL TRADE(SHANGHAI)CO.,LTD",A
XNITH,XNITH,"NINGBO TOMORROW HOUSEHOLD ARTICLES CO.,LTD",I
XNITT,XNITT,NOVUS INTERNATIONAL PTE LTD,I
XNIYO,XNIYO,"NINGBO YONGTONG CO., LTD",I
XNJAN,XNJAN,"NANJING ANBAO PAPER PRODUCTS CO.,LTD.",I
XNJFF,XNJFF,NINGBO JINTIAN FIRE FIGHTING INDUSTRIAL CO.LTD.,I
XNJIE,XNJIE,"NINGBO JINMAO IMPORT & EXPORT CO.,LTD",I
XNJIT,XNJIT,"NANJING JIAHONG INTERNATIONAL TRADING CO.,LTD",I
XNJJI,XNJJI,NANJING JRACKING INTERNATIONAL LTD,A
XNJMI,XNJMI,"NINGBO JM INTERNATIONAL LOGISTICS CO., LTD",A
XNJOY,XNJOY,NJOY,I
XNJPG,XNJPG,NAVA & JPG SERVICE,I
XNJPH,XNJPH,"NANTONG JIAHE PLASTICS & HARDWARE PRODUCTS CO., LTD",I
XNJPP,XNJPP,"NANJING JORDAN IMPORT & EXPORT CO.,LTD",I
XNJTC,XNJTC,"NINGBO JAGOO TRADING CO.,LTD.",A
XNJTT,XNJTT,"NINGBO JINTIAN COPPER TUBE CO., LTD.",I
XNJWI,XNJWI,NALIN J. WELGAMA INTERNATIONAL,I
XNKGC,XNKGC,"NAN KUANG GARMENT CAMBODIA CO.,LTD.",I
XNKGJ,XNKGJ,NKG JAYANTI COFFEE PVT LTD,I
XNKID,XNKID,NIKAN INDUSTRIES,I
XNKIL,XNKIL,NORP KNIT INDUSTRIES LIMITED.,I
XNKKI,XNKKI,NIKOKU INTERNATIONAL TRADING CO.LTD,I
XNKME,XNKME,"NANJING KANGNI MECHANICAL & ELECTRICAL CO., LTD.",A
XNKPI,XNKPI,N.K.P INDUSTRY LIMITED PARTNERSHIP,I
XNKPM,XNKPM,NANTONG KINGPACK PACKING MACHINE,I
XNKSK,XNKSK,"NORSKE SKOG KOREA CO., LTD.",I
XNKTD,XNKTD,"NANJING KINGSTAR DECORATIONS CO., LTD.",I
XNKVT,XNKVT,NASHIK VINTNERS PVT. LIMITED.,I
XNLEP,XNLEP,NEWLINE EXPORTS,A
XNLFI,XNLFI,"NANLIN(FUJIAN) INDUSTRIES CO.,LTD.",I
XNLIM,XNLIM,"NINGBO LSTYLE IMP&EXP CO.,LTD",A
XNLIS,XNLIS,NINGBO LISI IMPORT & EXPORT CO.LTD,I
XNLLK,XNLLK,NETWORK LOGISTICS LANKA (PRIVATE) LIMITED,I
XNLLP,XNLLP,NEELAM LACE PVT.LTD.,I
XNLTS,XNLTS,"NINGBO LITTLE STAR CYCLE CO, LTD",I
XNLTT,XNLTT,"NINGBO LONGTE IMPORT & EXPORT CO.,LTD",I
XNMCH,XNMCH,NEW MEDICAL CENTRE HOSPITAL,I
XNMCL,XNMCL,NMC LOGISTICS INTERNATIONAL CO.LTD,I
XNMED,XNMED,NIPRO MEDICAL,I
XNMIS,XNMIS,NMI SAFETY SYSTEMS LTD,A
XNMIX,XNMIX,NORAMIX GROUP,I
XNMKA,XNMKA,NMK AGRO INDUSTRIES (PVT) LTD,I
XNMPP,XNMPP,NAPCO MODERN PLASTIC PRODUCTS CO.,I
XNMTD,XNMTD,NOMURA TRADING,I
XNMTI,XNMTI,NMT INTERNATIONAL SHIPPING DUBAI LLC,A
XNMTP,XNMTP,NMT INTERNATIONAL FZC,I
XNNCT,XNNCT,"NINGBO NEW CENTURY IMP.&EXP. CO.,LTD",I
XNNLT,XNNLT,"NANJING NEW LIGHT TRADING CO.,LTD",A
XNNSS,XNNSS,"NINGBO NINGSHING SPECIAL-STEEL TRADE CO.,LTD",I
XNNTG,XNNTG,NINGBO NINGSHING TRADING GROUP INC,A
XNOBC,XNOBC,NOBEL CREATIVE LTD.,A
XNOBE,XNOBE,NOBLESWEAR (PVT) LTD,I
XNOBI,XNOBI,NOBIS INC,I
XNOBM,XNOBM,"NOBLES MANUFACTURING (PVT) LTD,",I
XNOCL,XNOCL,NOCIL LIMITED,I
XNOCO,XNOCO,NORBAN COMTEX LTD.,I
XNOET,XNOET,"NINGBO ORCHID ELECTRIC APPLIANCES MANUFACTURING CO.,LTD",I
XNOFA,XNOFA,"THE NORTH FACE A DIVISION OF VF OUTDOOR, INC.",I
XNOFJ,XNOFJ,"NANJING OLO FURNITURE JOINT VENTURE CO.,LTD",I
XNOGA,XNOGA,NOBLE GARMENT FACTORY WLL,I
XNOGO,XNOGO,NOTIONS GROUP,I
XNOGT,XNOGT,"NEW ORIENT (CAMBODIA) GARMENT CO,LTD.",I
XNOIM,XNOIM,NOVAIMAGEN S.A.,A
XNOIN,XNOIN,NORTHEAST INTERNATIONAL LTD,I
XNOIT,XNOIT,NORLYSEN INTERNATIONAL TRADE (H.K.) LIMITED,A
XNOJE,XNOJE,NORGE PROJECTS LTD,A
XNOLC,XNOLC,NOL CORPORATE COMMUNICATION,I
XNOLE,XNOLE,"NINGBO OWAYS LIGHTING ELECTRIC CO.,LTD",I
XNOLI,XNOLI,"NEPTUNE ORIENT LINES,  LTD",A
XNOMA,XNOMA,"NOBLE MANUFACTURE CO.,LTD",I
XNOME,XNOME,NOBLE MARINE CO. W.L.L.,I
XNOMI,XNOMI,NORTHWEST MINERALS (PVT) LTD,I
XNOMW,XNOMW,"NANJING ORIENTAL METALWORK CO., LTD.",I
XNOOR,XNOOR,NOOR RICE MILLS,I
XNOORI,XNOORI,"AL NOORI COMPUTERS & STATIONERY, LLC.",A
XNOPI,XNOPI,NOPPIES,I
XNORD,XNORD,NORDYNE,I
XNORE,XNORE,NOOR ENGINEERING COMPANY,I
XNOSY,XNOSY,NOVA SYNPAC (PVT) LTD,I
XNOTE,XNOTE,NEW ORIENT INTERNATIONAL TRADING LTD.,A
XNOTI,XNOTI,"NOTATIONS, INC",I
XNOTO,XNOTO,"NOVATORQUE, INC",I
XNOTP,XNOTP,NORSCOT TRADING PVT LTD(INDIA),I
XNOTT,XNOTT,NOBEL TRANSPORTES INTERNACIONAIS LTDA,A
XNOVI,XNOVI,"NOVUS INTERNATIONAL (TAIWAN) CO., LTD.",A
XNOVK,XNOVK,NATIONAL OILWELL VARCO KOREA CO LTD,I
XNOVU,XNOVU,NOVUS INTERNATIONAL (MO),I
XNOWE,XNOWE,NOMAN WEAVING MILLS LTD.,I
XNOWEL,XNOWEL,NORTH WEST LOGISTICS,I
XNOWV,XNOWV,NOW VICTORIA PTY LTD,I
XNPCB,XNPCB,"NINGBO PEACEBIRD IMP.&EXP CO.,LTD",I
XNPFS,XNPFS,"NORTH PACIFIC SEAFOODS, INC.",I
XNPGE,XNPGE,NINGBO PETGROUP ENTERPRISE CO LTD,I
XINYI,XNPGW,XINYI AUTOGLASS - NON PGW SHIPMENTS,A
XNPHI,XNPHI,"NINGBO PAERMA HEAVY INDUSTRY REFRIGERATING CO., LTD",I
XNPIE,XNPIE,"NANJING PORTREE SHIPS IMPORT AND EXPORT CO.,LTD.",I
XNPIL,XNPIL,NATIONAL POLYPLAST (INDIA) LTD,I
XNPIN,XNPIN,NIPPON EXPRESS ( INDIA ) PVT LTD,I
XNPKT,XNPKT,NOR-PEARL KNITWEAR LTD,I
XNPMP,XNPMP,NAPCO MULTIPAK CO,I
XNPPP,XNPPP,M/S.NEPTUNE PAPERS (PVT) LTD,I
XNPST,XNPST,NAPCO SECURITY TECHNOLOGIES INC.,I
XNPWG,XNPWG,NPW GIFTS,A
XNRAM,XNRAM,NINGBO RAM ELECTRIC MATERIAL LTD,A
XNRBD,XNRBD,NEWELL RUBBERMAID (THAILAND) CO.LTD.,A
XNRCE,XNRCE,NRC ELECTRONICS,I
XNREA,XNREA,"NINGBO RONGXIN ELECTRIC APPLIANCES CO., LTD.",A
XNRKU,XNRKU,M/S. N. REVATHI KUMAR. PASSPORT NO. E2722182,I
XNRMT,XNRMT,"NINGBO RUIJIA MARINE TOOL CO., LTD",A
XNRSC,XNRSC,NARA SHIPPING CO LTD,I
XNRTC,XNRTC,"NRT CO.,LTD.",I
XNRUT,XNRUT,"NINGBO RUCHSTAR INTERNATIONAL FORWARDING AGENCY CO,LTD.",I
XNRUY,XNRUY,NASRULLAH AND MOHD.YUSUF GENERAL TRADING LLC,I
XNSAI,XNSAI,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,I
XNSBS,XNSBS,NS BLUESCOPE (THAILAND) LIMITED,A
XNSCP,XNSCP,N & S COMPUTERS,I
XNSCT,XNSCT,"NINGBO SPRING COMMUNICATION TECHNOLOGIES CO., LTD.",A
XNSEE,XNSEE,"NINGBO SHUAIWEI ELECTRIC APPLIANCE CO.,LTD",I
XNSEP,XNSEP,N.S. EXPORTS PVT LTD.,I
XNSGT,XNSGT,NIGHT STAR GENERAL TRADING,I
XNSHD,XNSHD,"NINGBO SHENGHONG HUOYUN DAILI CO.,LTD",I
XNSIH,XNSIH,NESSMA ISMAIEL MAHMOUD SALEH,I
XNSIL,XNSIL,NSIL EXPORTS LTD,I
XNSIN,XNSIN,"NINGBO SUNBOW INTERNATIONAL LOGISTICS CO.,LTD",A
XNSKT,XNSKT,"NINGBO SHENZHOU KNITTING CO.,LTD",A
XNSLC,XNSLC,"NS LOGISTICS CO., LTD.",A
XNSPP,XNSPP,NINGBO SINCERE PET PRODUCTS(HOLDING) CO.LTD,A
XNSSH,XNSSH,NINGBO SEA SHELL LTD,I
XNSSI,XNSSI,"NINGBO SUNSHINE IMPORT&EXPORT CO.,LTD",I
XNSSL,XNSSL,NSSL PRIVATE LIMITED,I
XNSSP,XNSSP,NISAR SPINNING MILLS (PVT) LTD.,A
XNSSPL,XNSSPL,NEPTUNE SHIPMANAGEMENT SERVICES PTE LTD,I
XNSST,XNSST,NAIF SALIM SALEM AL SOUBHI FOR TRADING EST,I
XNSTE,XNSTE,NEW SOLUTION EST,A
XNSTO,XNSTO,NORTH STAR LOGISTICS,I
XNSW,XNSW,"NORTH STAR WORLD TRADE SERVICES, INC.",I
XNSZG,XNSZG,NINGBO SHENG ZHOU GARMENT,I
XNS2,XNS2,NS2.COM INTERNET S.A.,A
XNS3,XNS3,NS3 INTERNET S.A.,A
XNTAS,XNTAS,NATIONAL AIR SEA (H.K.) LTD.,I
XNTAV,XNTAV,NATIONAL ADHESIVES LIMITED,I
XNTBT,XNTBT,NATURAL BEAUTY,A
XNTCI,XNTCI,NT CONSULTING INTERNATIONAL,I
XNTDB,XNTDB,NORITSU DO BRASIL LTDA,A
XNTDE,XNTDE,NILE TRADING AND ENGINERING CO.,A
XNTDT,XNTDT,NANJING TONGDING TRADING CO. LTD.,I
XNTES,XNTES,NETEASE - KAOLA.COM,A
XNTET,XNTET,NATURUB EXPORTS INTERNATIONAL (PVT) LTD,I
XNTFC,XNTFC,"NETIFO CO., LTD.",I
XNTGA,XNTGA,"NATURAL GEAR, LLC",I
XNTGR,XNTGR,NETGEAR,A
XNTIA,XNTIA,"NINGBO TIMES IMPORT AND EXPORT CO.,LTD",A
XNTID,XNTID,NATIONAL INDUSTRIES,I
XNTIE,XNTIE,NORTH INDIA EXPORTS,I
XNTIL,XNTIL,NINGBO TIANHANG INTERNATIONAL LOGISTICS CO.LTD,I
XNTIP,XNTIP,NATUNA INDAH PERMAI,I
XNTIT,XNTIT,"NINGBO TRANSOCEAN INTERNATIONAL FORWARDING AGENCY CO.,LTD",I
XNTLC,XNTLC,"NEW TRADE LOGISTICS CO.,LTD.",A
XNTLN,XNTLN,"NARITA LINE LTD  O/B COLIBRI WAREHOUSE (SHENZHEN) CO,LTD",I
XNTML,XNTML,NAKSHBANDI TEXTILE MILLS (PVT) LTD.,I
XNTOB,XNTOB,NINGBO TONGLI BEARINGS CO.LTD,I
XNTPC,XNTPC,"NINGBO TUOXING PERCISION CASTING CO.,LTD.",I
XNTPM,XNTPM,"NINGDE TIGER POWER MACHINE CO., LTD.",I
XNTPP,XNTPP,NATIONAL PAPER CO. LTD,I
XNTPW,XNTPW,NATIONAL PRAWNS COMPANY,A
XNTRA,XNTRA,INTRAX,I
XNTRM,XNTRM,NTRPRISING MOTOR CORPORATION,A
XNTRT,XNTRT,NEXT RETAIL LIMITED,I
XNTST,XNTST,NATIONAL STARCH AND CHEMICAL (THAILAND) LTD.,I
XNTTM,XNTTM,NOMAN TERRY TOWEL MILLS LTD.,A
XNTTT,XNTTT,"NINGBO TUTON IMPORT AND EXPORT CO.,LTD   +",I
XNTUG,XNTUG,"NINGBO TIANRUN GUOJI HUOYUN CO.,LTD",I
XNTUP,XNTUP,"M/S, NEPTUNE PAPERS (PVT) LTD",I
XNUAL,XNUAL,NUFARM AUSTRALIA LIMITED,I
XNUCE,XNUCE,NUTRIMENTOS CONCENTRA SA DE CV,A
XNUCO,XNUCO,NUCLEUS COMERCIO EXTERIOR S/A,I
XNUHH,XNUHH,"NINGBO UNITED HUAFA HARDWARE MACHINERY CO, LTD",I
XNUMU,XNUMU,NUM RUBBER & LATEX CO.LTD.,I
XNURL,XNURL,"NAURI LOGISTICS CO., LTD",I
XNUSH,XNUSH,NUCLEUS SHIPPING COMPANY (P) LIMITED,I
XNUSU,XNUSU,NUTRI SUPPORT SDN BHD,I
XNUSW,XNUSW,NUCON SWITCHGEARS PVT.LTD,I
XNUTE,XNUTE,"NINGBO UTEC ELECTRIC CO.,LTD",I
XNUTO,XNUTO,NUCTEC COMPANY LIMITED,I
XNUYM,XNUYM,NUEVO POLYMERS PVT. LTD,I
XNVAC,XNVAC,"NUEVOS ALMACENES, S. A.",I
XNVBE,XNVBE,NAVBHAN EXPORTERS,I
XNVCP,XNVCP,NAVDEEPAK CORPORATION CO. LTD.,I
XNVEP,XNVEP,NAVEENA EXPORTS LIMITED,A
XNVKA,XNVKA,NAVOKA SHIPPING & LOGISTICS(PVT)LTD,I
XNVPH,XNVPH,NOVARTIS PHARMA (PAKISTAN) LIMITED,I
XNVPI,XNVPI,"NANCHANG VALIN PEN INDUSTRY CO.,LTD",A
XNVSI,XNVSI,NINGBO V&S INTERNATIONAL TRADE SHIPPING CO.LTD.,I
XNVSS,XNVSS,"NOVA SHIPPING SERVICES(SHANGHAI) CO.,LTD",I
XNVTA,XNVTA,N.VAITILLINGAM AND CO. LTD,I
XNVUT,XNVUT,NOVUS INTERNATIONAL PTE LTD (PHILIPPINE BRANCH),A
XNWAL,XNWAL,"NONWOVEN ALLIANCE CO., LTD.",I
XNWGM,XNWGM,"NORWELL GARMENT CO., LTD",A
XNWIE,XNWIE,"NINGBO WINSONG IMPORT&EXPORT CO.,LTD",A
XNWLO,XNWLO,NEWS LOGISTICS,I
XNWLT,XNWLT,NANJING WANLIDA TECHNOLOGY CO.LTD.,I
XNWMC,XNWMC,"NANJING WELBOW METALS CO.,LTD",I
XNWOC,XNWOC,NEW WORLD CHINA,I
XNWOL,XNWOL,NEW WORLD LOGISTICS,I
XNWSA,XNWSA,NEWSAN S.A.,I
XNXCJ,XNXCJ,NINGBO XUN CHI JIE YUN INTERNATIONAL FREIGHT FORWARDERS CO.LTD.,I
XNXTD,XNXTD,"NINGBO XINFU TITANIUM DIOXIDE C O.,LTD.",I
XNXUS,XNXUS,NEXUS FASHION LIMITED,I
XNXWZ,XNXWZ,NINGBO XWZ RIBBON MANUFACTORY,I
XNXYM,XNXYM,"NANJING XY METAL MATERIAL CO.,LTD.",A
XNYAN,XNYAN,"NYAN KIDS (CAMBODIA).,LTD.",I
XNYBC,XNYBC,NYBC S. PROCHOWINK IMPORT & EXPORT,A
XNYCT,XNYCT,"NANCY CRAFT CO,PT",I
XNYDU,XNYDU,"NYPLA INDUSTRIAL CO.,LTD OF USA",I
XNYGCL,XNYGCL,"NANJING YAOPI GLASS CO., LTD.",I
XNYLE,XNYLE,"NANJING YODOLY LOGISTICS EQUIPMENTS MANUFACTURING CO.,LTD.",A
XNYMT,XNYMT,"NINGBO YINZHOU MELAN INTERNATIONAL TRADE SERVICE CO.,LTD.",I
XNYPC,XNYPC,NEW YORK PACKAGING CORP,I
XNYPN,XNYPN,"NINGBO YONGHENG PROTECTIVE NECESSITIES CO.,LTD",A
XNZFG,XNZFG,"NINGBO ZHONGYUAN FISHING GEAR MANUFACTURE CO.,LTD",I
XNZGT,XNZGT,"NINGBO ZHENGMAO TRADING CO.,LTD",I
XNZHF,XNZHF,"NINGBO ZHONGLIN FOREIGN TRADE CO.,LTD",I
XNZTC,XNZTC,"NANJING ZELIANG TRADING CO., LTD",A
XOABM,XOABM,1- O AND A BUSINESS MACHINES (PVT)LTD,A
XOAKS,XOAKS,OAK SHIPPING SERVICES PVT. LTD.,I
XOANA,XOANA,ORTA ANADOLU TEXTILE BAHRAIN COMPANY WLL,A
XOATA,XOATA,OA TRADING,A
XOBHO,XOBHO,OBEGI HOME,A
XOBI,XOBI,"ONYA BABY, INC.",I
XOBIG,XOBIG,OBI GMBH & CO. DEUTSCHLAND KG,I
XOBIT,XOBIT,ORBITER,I
XOBL,XOBL,OLIVER BONAS LIMITED,A
XOBTE,XOBTE,OBERTHUR TECHNOLOGIES PAKISTAN(PVT)LTD.,I
XOBTL,XOBTL,ORBIT TRADE LIMITED,I
XOBWO,XOBWO,OBOE WORLD LIMITED,I
XOCAF,XOCAF,OCEAN CARPETS & FURNISHING (I) PVT. LTD.,I
XOCAS,XOCAS,ORIENT CARGO SERVICES,I
XOCCO,XOCCO,OCEAN COMBINE (PVT) LTD,I
XOCDG,XOCDG,"OCEANSTAR DESIGN GROUP, INC.",I
XOCEC,XOCEC,OMAN CERAMICS COMPANY ( SAOG),I
XOCEI,XOCEI,ORACON COM. E IND. DE CONFECCOES LTDA,A
XOCES,XOCES,OCEANUS SHIPPING PVT LTD,I
XOCFF,XOCFF,OGILVIE & CO FINE FOOD MERCHANTS,A
XOCGT,XOCGT,"OLEIN CRISTAL GUATEMALA, S. A.",A
XOCIT,XOCIT,OCEANIC INTERNATIONAL SZE,I
XOCKEN,XOCKEN,OCEAN KEN INTERNATIONAL,I
XOCLI,XOCLI,OCEAN LIVING GARMENT CO.LTD.,I
XOCLO,XOCLO,OVERSEAS CONTAINER & LOGISTIC SERVICES,I
XOCLT,XOCLT,ORGANIC COATING LTD,I
XOCMC,XOCMC,"OCEAN MARITIME CO., LTD",I
XOCOD,XOCOD,OCEAN OUTDOOR UK LTD,A
XOCOL,XOCOL,ORIENTAL CONTAINER LIMITED,I
XOCRU,XOCRU,OCEAN RUBBE FACTORY LLC,I
XOCSA,XOCSA,ORIFLAME DE CHILE S.A,A
XOCSI,XOCSI,"OCEAN STAR INTERNATIONAL LOGISTICS CO.,LTD. DALIAN BRANCH",I
XOCTA,XOCTA,O.C. TANNER,I
XOCTO,XOCTO,OCEANIC TROPICAL FRUITS  PVT LTD,I
XOCTT,XOCTT,OCANIC INTERNATIONAL,I
XODEL,XODEL,ODEL PLC LIMITED,I
XODLO,XODLO,ODYSSEY LOGISTICS,I
XODPL,XODPL,OTOBI DESIGNPLUS  LTD,I
XODVP,XODVP,ONEDERSAVE PRODUCTS,I
